;name;set_name;cmc;power;toughness;oracle_text
16676;Glacial Wall;Ice Age;3.0;0;7;Defender (This creature can't attack.)
16677;Illusionary Forces;Ice Age;4.0;4;4;"Flying
Cumulative upkeep {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)"
16678;Illusionary Presence;Ice Age;3.0;2;2;"Cumulative upkeep {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
At the beginning of your upkeep, choose a land type. Illusionary Presence gains landwalk of the chosen type until end of turn. (It can't be blocked as long as defending player controls a land of that type.)"
16679;Illusionary Wall;Ice Age;5.0;7;4;"Defender, flying, first strike
Cumulative upkeep {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)"
16680;Krovikan Sorcerer;Ice Age;3.0;1;1;"{T}, Discard a nonblack card: Draw a card.
{T}, Discard a black card: Draw two cards, then discard one of them."
16681;Magus of the Unseen;Ice Age;2.0;1;1;{1}{U}, {T}: Untap target artifact an opponent controls and gain control of it until end of turn. It gains haste until end of turn. When you lose control of the artifact, tap it.
16682;Mistfolk;Ice Age;2.0;1;2;{U}: Counter target spell that targets Mistfolk.
16683;Musician;Ice Age;3.0;1;3;"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
{T}: Put a music counter on target creature. If it doesn't have ""At the beginning of your upkeep, destroy this creature unless you pay {1} for each music counter on it,"" it gains that ability."
16684;Phantasmal Mount;Ice Age;2.0;1;1;"Flying
{T}: Target creature you control with toughness 2 or less gets +1/+1 and gains flying until end of turn. When Phantasmal Mount leaves the battlefield this turn, sacrifice that creature. When the creature leaves the battlefield this turn, sacrifice Phantasmal Mount."
16685;Polar Kraken;Ice Age;11.0;11;11;"Trample
Polar Kraken enters tapped.
Cumulative upkeep—Sacrifice a land. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)"
16686;Sea Spirit;Ice Age;5.0;2;3;{U}: Sea Spirit gets +1/+0 until end of turn.
16687;Shyft;Ice Age;5.0;4;2;At the beginning of your upkeep, you may have Shyft become the color or colors of your choice. (This effect lasts indefinitely.)
16688;Sibilant Spirit;Ice Age;6.0;5;6;"Flying
Whenever Sibilant Spirit attacks, defending player may draw a card."
16689;Silver Erne;Ice Age;4.0;2;2;Flying, trample
16690;Soldevi Machinist;Ice Age;2.0;1;1;{T}: Add {C}{C}. Spend this mana only to activate abilities of artifacts.
16691;Thunder Wall;Ice Age;3.0;0;2;"Defender (This creature can't attack.)
Flying
{U}: Thunder Wall gets +1/+1 until end of turn."
16692;Wind Spirit;Ice Age;5.0;3;2;"Flying
Menace (This creature can't be blocked except by two or more creatures.)"
16693;Zuran Enchanter;Ice Age;2.0;1;1;{2}{B}, {T}: Target player discards a card. Activate only during your turn.
16694;Zuran Spellcaster;Ice Age;3.0;1;1;{T}: Zuran Spellcaster deals 1 damage to any target.
16695;Abyssal Specter;Ice Age;4.0;2;3;"Flying
Whenever Abyssal Specter deals damage to a player, that player discards a card."
16696;Ashen Ghoul;Ice Age;4.0;3;1;"Haste
{B}: Return Ashen Ghoul from your graveyard to the battlefield. Activate only during your upkeep and only if three or more creature cards are above Ashen Ghoul."
16697;Brine Shaman;Ice Age;2.0;1;1;"{T}, Sacrifice a creature: Target creature gets +2/+2 until end of turn.
{1}{U}{U}, Sacrifice a creature: Counter target creature spell."
16698;Dread Wight;Ice Age;5.0;3;4;"At end of combat, put a paralyzation counter on each creature blocking or blocked by Dread Wight and tap those creatures. Each of those creatures doesn't untap during its controller's untap step for as long as it has a paralyzation counter on it. Each of those creatures gains ""{4}: Remove a paralyzation counter from this creature."""
16699;Drift of the Dead;Ice Age;4.0;*;*;"Defender (This creature can't attack.)
Drift of the Dead's power and toughness are each equal to the number of snow lands you control."
16700;Flow of Maggots;Ice Age;3.0;2;2;"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Flow of Maggots can't be blocked by non-Wall creatures."
16701;Foul Familiar;Ice Age;3.0;3;1;"Foul Familiar can't block.
{B}, Pay 1 life: Return Foul Familiar to its owner's hand."
16702;Gangrenous Zombies;Ice Age;3.0;2;2;{T}, Sacrifice Gangrenous Zombies: Gangrenous Zombies deals 1 damage to each creature and each player. If you control a snow Swamp, Gangrenous Zombies deals 2 damage to each creature and each player instead.
16703;Hoar Shade;Ice Age;4.0;1;2;{B}: Hoar Shade gets +1/+1 until end of turn.
16704;Hyalopterous Lemure;Ice Age;5.0;4;3;{0}: Hyalopterous Lemure gets -1/-0 and gains flying until end of turn.
16705;Infernal Denizen;Ice Age;8.0;5;7;"At the beginning of your upkeep, sacrifice two Swamps. If you can't, tap Infernal Denizen, and an opponent may gain control of a creature you control of their choice for as long as Infernal Denizen remains on the battlefield.
{T}: Gain control of target creature for as long as Infernal Denizen remains on the battlefield."
16706;Kjeldoran Dead;Ice Age;1.0;3;1;"When Kjeldoran Dead enters, sacrifice a creature.
{B}: Regenerate Kjeldoran Dead."
16707;Knight of Stromgald;Ice Age;2.0;2;1;"Protection from white
{B}: Knight of Stromgald gains first strike until end of turn.
{B}{B}: Knight of Stromgald gets +1/+0 until end of turn."
16708;Krovikan Elementalist;Ice Age;2.0;1;1;"{2}{R}: Target creature gets +1/+0 until end of turn.
{U}{U}: Target creature you control gains flying until end of turn. Sacrifice it at the beginning of the next end step."
16709;Krovikan Vampire;Ice Age;5.0;3;3;At the beginning of each end step, if a creature dealt damage by Krovikan Vampire this turn died, put that card onto the battlefield under your control. Sacrifice it when you lose control of Krovikan Vampire.
16710;Legions of Lim-Dûl;Ice Age;3.0;2;3;Snow swampwalk (This creature can't be blocked as long as defending player controls a snow Swamp.)
16711;Lim-Dûl's Cohort;Ice Age;3.0;2;3;Whenever Lim-Dûl's Cohort blocks or becomes blocked by a creature, that creature can't be regenerated this turn.
16712;Minion of Leshrac;Ice Age;7.0;5;5;"Protection from black
At the beginning of your upkeep, Minion of Leshrac deals 5 damage to you unless you sacrifice a creature other than Minion of Leshrac. If Minion of Leshrac deals damage to you this way, tap it.
{T}: Destroy target creature or land."
16713;Minion of Tevesh Szat;Ice Age;7.0;4;4;"At the beginning of your upkeep, Minion of Tevesh Szat deals 2 damage to you unless you pay {B}{B}.
{T}: Target creature gets +3/-2 until end of turn."
16714;Mole Worms;Ice Age;3.0;1;1;"You may choose not to untap Mole Worms during your untap step.
{T}: Tap target land. It doesn't untap during its controller's untap step for as long as Mole Worms remains tapped."
16715;Moor Fiend;Ice Age;4.0;3;3;Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
16716;Norritt;Ice Age;4.0;1;1;"{T}: Untap target blue creature.
{T}: Choose target non-Wall creature the active player has controlled continuously since the beginning of the turn. That creature attacks this turn if able. Destroy it at the beginning of the next end step if it didn't attack this turn. Activate only before attackers are declared."
16717;Pestilence Rats;Ice Age;3.0;*;3;Pestilence Rats's power is equal to the number of other Rats on the battlefield. (For example, as long as there are two other Rats on the battlefield, Pestilence Rats's power and toughness are 2/3.)
16718;Stromgald Cabal;Ice Age;3.0;2;2;{T}, Pay 1 life: Counter target white spell.
16719;Balduvian Barbarians;Ice Age;3.0;3;2;
16720;Balduvian Hydra;Ice Age;2.0;0;1;"Balduvian Hydra enters with X +1/+0 counters on it.
Remove a +1/+0 counter from Balduvian Hydra: Prevent the next 1 damage that would be dealt to Balduvian Hydra this turn.
{R}{R}{R}: Put a +1/+0 counter on Balduvian Hydra. Activate only during your upkeep."
16721;Barbarian Guides;Ice Age;3.0;1;2;{2}{R}, {T}: Choose a land type. Target creature you control gains snow landwalk of the chosen type until end of turn. Return that creature to its owner's hand at the beginning of the next end step. (It can't be blocked as long as defending player controls a snow land of that type.)
16722;Bone Shaman;Ice Age;4.0;3;3;"{B}: Until end of turn, Bone Shaman gains ""Creatures dealt damage by Bone Shaman this turn can't be regenerated this turn."""
16723;Chaos Lord;Ice Age;7.0;7;7;"First strike
At the beginning of your upkeep, target opponent gains control of Chaos Lord if the number of permanents is even.
Chaos Lord can attack as though it had haste unless it entered this turn."
16724;Flame Spirit;Ice Age;5.0;2;3;{R}: Flame Spirit gets +1/+0 until end of turn.
16725;Goblin Mutant;Ice Age;4.0;5;3;"Trample
Goblin Mutant can't attack if defending player controls an untapped creature with power 3 or greater.
Goblin Mutant can't block creatures with power 3 or greater."
16726;Goblin Sappers;Ice Age;2.0;1;1;"{R}{R}, {T}: Target creature you control can't be blocked this turn. Destroy it and Goblin Sappers at end of combat.
{R}{R}{R}{R}, {T}: Target creature you control can't be blocked this turn. Destroy it at end of combat."
16727;Goblin Ski Patrol;Ice Age;2.0;1;1;{1}{R}: Goblin Ski Patrol gets +2/+0 and gains flying. Its controller sacrifices it at the beginning of the next end step. Activate only once and only if you control a snow Mountain.
16728;Goblin Snowman;Ice Age;4.0;1;1;"Whenever Goblin Snowman blocks, prevent all combat damage that would be dealt to and dealt by it this turn.
{T}: Goblin Snowman deals 1 damage to target creature it's blocking."
16729;Grizzled Wolverine;Ice Age;3.0;2;2;{R}: Grizzled Wolverine gets +2/+0 until end of turn. Activate only during the declare blockers step, only if at least one creature is blocking Grizzled Wolverine, and only once each turn.
16730;Karplusan Giant;Ice Age;7.0;3;3;Tap an untapped snow land you control: Karplusan Giant gets +1/+1 until end of turn.
16731;Karplusan Yeti;Ice Age;5.0;3;3;{T}: Karplusan Yeti deals damage equal to its power to target creature. That creature deals damage equal to its power to Karplusan Yeti.
16732;Márton Stromgald;Ice Age;4.0;1;1;"Whenever Márton Stromgald attacks, other attacking creatures get +1/+1 until end of turn for each attacking creature other than Márton Stromgald.
Whenever Márton Stromgald blocks, other blocking creatures get +1/+1 until end of turn for each blocking creature other than Márton Stromgald."
16733;Mountain Goat;Ice Age;1.0;1;1;Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)
16734;Orcish Cannoneers;Ice Age;3.0;1;3;{T}: Orcish Cannoneers deals 2 damage to any target and 3 damage to you.
16735;Orcish Conscripts;Ice Age;1.0;2;2;"Orcish Conscripts can't attack unless at least two other creatures attack.
Orcish Conscripts can't block unless at least two other creatures block."
16736;Orcish Farmer;Ice Age;3.0;2;2;{T}: Target land becomes a Swamp until its controller's next untap step.
16737;Orcish Healer;Ice Age;2.0;1;1;"{R}{R}, {T}: Target creature can't be regenerated this turn.
{B}{B}{R}, {T}: Regenerate target black or green creature.
{R}{G}{G}, {T}: Regenerate target black or green creature."
16738;Orcish Librarian;Ice Age;2.0;1;1;{R}, {T}: Look at the top eight cards of your library. Exile four of them at random, then put the rest on top of your library in any order.
16739;Orcish Lumberjack;Ice Age;1.0;1;1;{T}, Sacrifice a Forest: Add three mana in any combination of {R} and/or {G}.
16740;Orcish Squatters;Ice Age;5.0;2;3;Whenever Orcish Squatters attacks and isn't blocked, you may gain control of target land defending player controls for as long as you control Orcish Squatters. If you do, Orcish Squatters assigns no combat damage this turn.
16741;Sabretooth Tiger;Ice Age;3.0;2;1;First strike
16742;Stone Spirit;Ice Age;5.0;4;3;Stone Spirit can't be blocked by creatures with flying.
16743;Tor Giant;Ice Age;4.0;3;3;
16744;Wall of Lava;Ice Age;3.0;1;3;"Defender (This creature can't attack.)
{R}: Wall of Lava gets +1/+1 until end of turn."
16745;Aurochs;Ice Age;4.0;2;3;"Trample
Whenever Aurochs attacks, it gets +1/+0 until end of turn for each other attacking Aurochs."
16746;Balduvian Bears;Ice Age;2.0;2;2;
16747;Brown Ouphe;Ice Age;1.0;1;1;{1}{G}, {T}: Counter target activated ability from an artifact source. (Mana abilities can't be targeted.)
16748;Chub Toad;Ice Age;3.0;1;1;Whenever Chub Toad blocks or becomes blocked, it gets +2/+2 until end of turn.
16749;Dire Wolves;Ice Age;3.0;2;2;Dire Wolves has banding as long as you control a Plains. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
16750;Elder Druid;Ice Age;4.0;2;2;{3}{G}, {T}: You may tap or untap target artifact, creature, or land.
16751;Folk of the Pines;Ice Age;5.0;2;5;{1}{G}: Folk of the Pines gets +1/+0 until end of turn.
16752;Freyalise Supplicant;Ice Age;2.0;1;1;{T}, Sacrifice a red or white creature: Freyalise Supplicant deals damage to any target equal to half the sacrificed creature's power, rounded down.
16753;Fyndhorn Brownie;Ice Age;3.0;1;1;{2}{G}, {T}: Untap target creature.
16754;Fyndhorn Elder;Ice Age;3.0;1;1;{T}: Add {G}{G}.
16755;Fyndhorn Elves;Ice Age;1.0;1;1;{T}: Add {G}.
16756;Gorilla Pack;Ice Age;3.0;3;3;"Gorilla Pack can't attack unless defending player controls a Forest.
When you control no Forests, sacrifice Gorilla Pack."
16757;Johtull Wurm;Ice Age;6.0;6;6;Whenever Johtull Wurm becomes blocked, it gets -2/-1 until end of turn for each creature blocking it beyond the first.
16758;Juniper Order Druid;Ice Age;3.0;1;1;{T}: Untap target land.
16759;Lhurgoyf;Ice Age;4.0;*;1+*;Lhurgoyf's power is equal to the number of creature cards in all graveyards and its toughness is equal to that number plus 1.
16760;Pale Bears;Ice Age;3.0;2;2;Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
16761;Pygmy Allosaurus;Ice Age;3.0;2;2;Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
16762;Pyknite;Ice Age;3.0;1;1;When Pyknite enters, draw a card at the beginning of the next turn's upkeep.
16763;Rime Dryad;Ice Age;1.0;1;2;Snow forestwalk (This creature can't be blocked as long as defending player controls a snow Forest.)
16764;Scaled Wurm;Ice Age;8.0;7;6;
16765;Shambling Strider;Ice Age;6.0;5;5;{R}{G}: Shambling Strider gets +1/-1 until end of turn.
16766;Tarpan;Ice Age;1.0;1;1;When Tarpan dies, you gain 1 life.
16767;Tinder Wall;Ice Age;1.0;0;3;"Defender (This creature can't attack.)
Sacrifice Tinder Wall: Add {R}{R}.
{R}, Sacrifice Tinder Wall: It deals 2 damage to target creature it's blocking."
16768;Wall of Pine Needles;Ice Age;4.0;3;3;"Defender (This creature can't attack.)
{G}: Regenerate Wall of Pine Needles."
16769;Wiitigo;Ice Age;6.0;0;0;"Wiitigo enters with six +1/+1 counters on it.
At the beginning of your upkeep, put a +1/+1 counter on Wiitigo if it has blocked or been blocked since your last upkeep. Otherwise, remove a +1/+1 counter from it."
16770;Woolly Mammoths;Ice Age;3.0;3;2;Woolly Mammoths has trample as long as you control a snow land.
16771;Woolly Spider;Ice Age;3.0;2;3;"Reach (This creature can block creatures with flying.)
Whenever Woolly Spider blocks a creature with flying, Woolly Spider gets +0/+2 until end of turn."
16772;Yavimaya Gnats;Ice Age;3.0;0;1;"Flying
{G}: Regenerate Yavimaya Gnats."
16773;Centaur Archer;Ice Age;3.0;3;2;{T}: Centaur Archer deals 1 damage to target creature with flying.
16774;Giant Trap Door Spider;Ice Age;3.0;2;3;{1}{R}{G}, {T}: Exile Giant Trap Door Spider and target creature without flying that's attacking you.
16775;Kjeldoran Frostbeast;Ice Age;5.0;2;4;At end of combat, destroy all creatures blocking or blocked by Kjeldoran Frostbeast.
16776;Merieke Ri Berit;Ice Age;3.0;1;1;"Merieke Ri Berit doesn't untap during your untap step.
{T}: Gain control of target creature for as long as you control Merieke Ri Berit. When Merieke Ri Berit leaves the battlefield or becomes untapped, destroy that creature. It can't be regenerated."
16777;Mountain Titan;Ice Age;4.0;2;2;{1}{R}{R}: Until end of turn, whenever you cast a black spell, put a +1/+1 counter on Mountain Titan.
16778;Skeleton Ship;Ice Age;5.0;0;3;"When you control no Islands, sacrifice Skeleton Ship.
{T}: Put a -1/-1 counter on target creature."
16779;Storm Spirit;Ice Age;6.0;3;3;"Flying
{T}: Storm Spirit deals 2 damage to target creature."
16780;Adarkar Sentinel;Ice Age;5.0;3;3;{1}: Adarkar Sentinel gets +0/+1 until end of turn.
16781;Snow Fortress;Ice Age;5.0;0;4;"Defender (This creature can't attack.)
{1}: Snow Fortress gets +1/+0 until end of turn.
{1}: Snow Fortress gets +0/+1 until end of turn.
{3}: Snow Fortress deals 1 damage to target creature without flying that's attacking you."
16782;Soldevi Golem;Ice Age;4.0;5;3;"Soldevi Golem doesn't untap during your untap step.
At the beginning of your upkeep, you may untap target tapped creature an opponent controls. If you do, untap Soldevi Golem."
16783;Soldevi Simulacrum;Ice Age;4.0;2;4;"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
{1}: Soldevi Simulacrum gets +1/+0 until end of turn."
16784;Walking Wall;Ice Age;4.0;0;6;"Defender
{3}: Walking Wall gets +3/-1 until end of turn and can attack this turn as though it didn't have defender. Activate only once each turn."
16785;Wall of Shields;Ice Age;3.0;0;4;"Defender (This creature can't attack.)
Banding (If any creatures with banding you control are blocking a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by.)"
16786;Amrou Kithkin;Fourth Edition Foreign Black Border;2.0;1;1;Amrou Kithkin can't be blocked by creatures with power 3 or greater.
16787;Angry Mob;Fourth Edition Foreign Black Border;4.0;2+*;2+*;"Trample
During your turn, Angry Mob's power and toughness are each equal to 2 plus the number of Swamps your opponents control. During turns other than yours, Angry Mob's power and toughness are each 2."
16788;Benalish Hero;Fourth Edition Foreign Black Border;1.0;1;1;Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
16789;Elder Land Wurm;Fourth Edition Foreign Black Border;7.0;5;5;"Defender, trample
When Elder Land Wurm blocks, it loses defender."
16790;Mesa Pegasus;Fourth Edition Foreign Black Border;2.0;1;1;"Flying; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)"
16791;Northern Paladin;Fourth Edition Foreign Black Border;4.0;3;3;{W}{W}, {T}: Destroy target black permanent.
16792;Osai Vultures;Fourth Edition Foreign Black Border;2.0;1;1;"Flying
At the beginning of each end step, if a creature died this turn, put a carrion counter on Osai Vultures.
Remove two carrion counters from Osai Vultures: Osai Vultures gets +1/+1 until end of turn."
16793;Pearled Unicorn;Fourth Edition Foreign Black Border;3.0;2;2;
16794;Personal Incarnation;Fourth Edition Foreign Black Border;6.0;6;6;"{0}: The next 1 damage that would be dealt to Personal Incarnation this turn is dealt to its owner instead. Only Personal Incarnation's owner may activate this ability.
When Personal Incarnation dies, its owner loses half their life, rounded up."
16795;Pikemen;Fourth Edition Foreign Black Border;2.0;1;1;"First strike; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)"
16796;Samite Healer;Fourth Edition Foreign Black Border;2.0;1;1;{T}: Prevent the next 1 damage that would be dealt to any target this turn.
16797;Savannah Lions;Fourth Edition Foreign Black Border;1.0;2;1;
16798;Serra Angel;Fourth Edition Foreign Black Border;5.0;4;4;"Flying
Vigilance (Attacking doesn't cause this creature to tap.)"
16799;Tundra Wolves;Fourth Edition Foreign Black Border;1.0;1;1;First strike (This creature deals combat damage before creatures without first strike.)
16800;Wall of Swords;Fourth Edition Foreign Black Border;4.0;3;5;"Defender (This creature can't attack.)
Flying"
16801;White Knight;Fourth Edition Foreign Black Border;2.0;2;2;"First strike (This creature deals combat damage before creatures without first strike.)
Protection from black (This creature can't be blocked, targeted, dealt damage, or enchanted by anything black.)"
16802;Air Elemental;Fourth Edition Foreign Black Border;5.0;4;4;Flying
16803;Apprentice Wizard;Fourth Edition Foreign Black Border;3.0;0;1;{U}, {T}: Add {C}{C}{C}.
16804;Ghost Ship;Fourth Edition Foreign Black Border;4.0;2;4;"Flying
{U}{U}{U}: Regenerate Ghost Ship."
16805;Giant Tortoise;Fourth Edition Foreign Black Border;2.0;1;1;Giant Tortoise gets +0/+3 as long as it's untapped.
16806;Island Fish Jasconius;Fourth Edition Foreign Black Border;7.0;6;8;"Island Fish Jasconius doesn't untap during your untap step.
At the beginning of your upkeep, you may pay {U}{U}{U}. If you do, untap Island Fish Jasconius.
Island Fish Jasconius can't attack unless defending player controls an Island.
When you control no Islands, sacrifice Island Fish Jasconius."
16807;Leviathan;Fourth Edition Foreign Black Border;9.0;10;10;"Trample
Leviathan enters tapped and doesn't untap during your untap step.
At the beginning of your upkeep, you may sacrifice two Islands. If you do, untap Leviathan.
Leviathan can't attack unless you sacrifice two Islands. (This cost is paid as attackers are declared.)"
16808;Lord of Atlantis;Fourth Edition Foreign Black Border;2.0;2;2;Other Merfolk get +1/+1 and have islandwalk. (They can't be blocked as long as defending player controls an Island.)
16809;Mahamoti Djinn;Fourth Edition Foreign Black Border;6.0;5;6;Flying (This creature can't be blocked except by creatures with flying or reach.)
16810;Merfolk of the Pearl Trident;Fourth Edition Foreign Black Border;1.0;1;1;
16811;Phantasmal Forces;Fourth Edition Foreign Black Border;4.0;4;1;"Flying
At the beginning of your upkeep, sacrifice Phantasmal Forces unless you pay {U}."
16812;Phantom Monster;Fourth Edition Foreign Black Border;4.0;3;3;Flying
16813;Pirate Ship;Fourth Edition Foreign Black Border;5.0;4;3;"Pirate Ship can't attack unless defending player controls an Island.
{T}: Pirate Ship deals 1 damage to any target.
When you control no Islands, sacrifice Pirate Ship."
16814;Prodigal Sorcerer;Fourth Edition Foreign Black Border;3.0;1;1;{T}: Prodigal Sorcerer deals 1 damage to any target.
16815;Psionic Entity;Fourth Edition Foreign Black Border;5.0;2;2;{T}: Psionic Entity deals 2 damage to any target and 3 damage to itself.
16816;Sea Serpent;Fourth Edition Foreign Black Border;6.0;5;5;"Sea Serpent can't attack unless defending player controls an Island.
When you control no Islands, sacrifice Sea Serpent."
16817;Segovian Leviathan;Fourth Edition Foreign Black Border;5.0;3;3;Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
16818;Sindbad;Fourth Edition Foreign Black Border;2.0;1;1;{T}: Draw a card and reveal it. If it isn't a land card, discard it.
16819;Time Elemental;Fourth Edition Foreign Black Border;3.0;0;2;"When Time Elemental attacks or blocks, at end of combat, sacrifice it and it deals 5 damage to you.
{2}{U}{U}, {T}: Return target permanent that isn't enchanted to its owner's hand."
16820;Wall of Air;Fourth Edition Foreign Black Border;3.0;1;5;Defender, flying (This creature can't attack, and it can block creatures with flying.)
16821;Wall of Water;Fourth Edition Foreign Black Border;3.0;0;5;"Defender (This creature can't attack.)
{U}: Wall of Water gets +1/+0 until end of turn."
16822;Water Elemental;Fourth Edition Foreign Black Border;5.0;5;4;
16823;Zephyr Falcon;Fourth Edition Foreign Black Border;2.0;1;1;Flying, vigilance
16824;Abomination;Fourth Edition Foreign Black Border;5.0;2;6;Whenever Abomination blocks or becomes blocked by a green or white creature, destroy that creature at end of combat.
16825;Black Knight;Fourth Edition Foreign Black Border;2.0;2;2;"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)"
16826;Bog Imp;Fourth Edition Foreign Black Border;2.0;1;1;Flying (This creature can't be blocked except by creatures with flying or reach.)
16827;Bog Wraith;Fourth Edition Foreign Black Border;4.0;3;3;Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
16828;Carrion Ants;Fourth Edition Foreign Black Border;4.0;0;1;{1}: Carrion Ants gets +1/+1 until end of turn.
16829;Cosmic Horror;Fourth Edition Foreign Black Border;6.0;7;7;"First strike
At the beginning of your upkeep, destroy Cosmic Horror unless you pay {3}{B}{B}{B}. If Cosmic Horror is destroyed this way, it deals 7 damage to you."
16830;Cyclopean Mummy;Fourth Edition Foreign Black Border;2.0;2;1;When Cyclopean Mummy dies, exile it.
16831;Drudge Skeletons;Fourth Edition Foreign Black Border;2.0;1;1;{B}: Regenerate Drudge Skeletons. (The next time this creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)
16832;El-Hajjâj;Fourth Edition Foreign Black Border;3.0;1;1;Whenever El-Hajjâj deals damage, you gain that much life.
16833;Erg Raiders;Fourth Edition Foreign Black Border;2.0;2;3;At the beginning of your end step, if Erg Raiders didn't attack this turn, Erg Raiders deals 2 damage to you unless it came under your control this turn.
16834;Frozen Shade;Fourth Edition Foreign Black Border;3.0;0;1;{B}: Frozen Shade gets +1/+1 until end of turn.
16835;Hypnotic Specter;Fourth Edition Foreign Black Border;3.0;2;2;"Flying
Whenever Hypnotic Specter deals damage to an opponent, that player discards a card at random."
16836;Junún Efreet;Fourth Edition Foreign Black Border;3.0;3;3;"Flying
At the beginning of your upkeep, sacrifice Junún Efreet unless you pay {B}{B}."
16837;Lord of the Pit;Fourth Edition Foreign Black Border;7.0;7;7;"Flying, trample
At the beginning of your upkeep, sacrifice a creature other than Lord of the Pit. If you can't, Lord of the Pit deals 7 damage to you."
16838;Lost Soul;Fourth Edition Foreign Black Border;3.0;2;1;Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
16839;Murk Dwellers;Fourth Edition Foreign Black Border;4.0;2;2;Whenever Murk Dwellers attacks and isn't blocked, it gets +2/+0 until end of combat.
16840;Nether Shadow;Fourth Edition Foreign Black Border;2.0;1;1;"Haste
At the beginning of your upkeep, if Nether Shadow is in your graveyard with three or more creature cards above it, you may put Nether Shadow onto the battlefield."
16841;Nightmare;Fourth Edition Foreign Black Border;6.0;*;*;"Flying (This creature can't be blocked except by creatures with flying or reach.)
Nightmare's power and toughness are each equal to the number of Swamps you control."
16842;Pit Scorpion;Fourth Edition Foreign Black Border;3.0;1;1;Whenever Pit Scorpion deals damage to a player, that player gets a poison counter. (A player with ten or more poison counters loses the game.)
16843;Plague Rats;Fourth Edition Foreign Black Border;3.0;*;*;Plague Rats's power and toughness are each equal to the number of creatures named Plague Rats on the battlefield.
16844;Rag Man;Fourth Edition Foreign Black Border;4.0;2;1;{B}{B}{B}, {T}: Target opponent reveals their hand and discards a creature card at random. Activate only during your turn.
16845;Royal Assassin;Fourth Edition Foreign Black Border;3.0;1;1;{T}: Destroy target tapped creature.
16846;Scathe Zombies;Fourth Edition Foreign Black Border;3.0;2;2;
16847;Scavenging Ghoul;Fourth Edition Foreign Black Border;4.0;2;2;"At the beginning of each end step, put a corpse counter on Scavenging Ghoul for each creature that died this turn.
Remove a corpse counter from Scavenging Ghoul: Regenerate Scavenging Ghoul."
16848;Sengir Vampire;Fourth Edition Foreign Black Border;5.0;4;4;"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire."
16849;Sorceress Queen;Fourth Edition Foreign Black Border;3.0;1;1;{T}: Target creature other than Sorceress Queen has base power and toughness 0/2 until end of turn.
16850;Uncle Istvan;Fourth Edition Foreign Black Border;4.0;1;3;Prevent all damage that would be dealt to Uncle Istvan by creatures.
16851;Vampire Bats;Fourth Edition Foreign Black Border;1.0;0;1;"Flying (This creature can't be blocked except by creatures with flying or reach.)
{B}: Vampire Bats gets +1/+0 until end of turn. Activate no more than twice each turn."
16852;Wall of Bone;Fourth Edition Foreign Black Border;3.0;1;4;"Defender (This creature can't attack.)
{B}: Regenerate Wall of Bone. (The next time this creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)"
